,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.30357142857142855,0.0,0.0,0.23214285714285715,0.0,0.0,0.25,0.21428571428571427
parsopercularis-lh,0.0,0.5641025641025641,0.0,0.0,0.0,0.4358974358974359,0.0,0.0
parstriangularis-rh,0.0,0.0,0.8148148148148148,0.14814814814814814,0.0,0.0,0.037037037037037035,0.0
rostralmiddlefrontal-lh,0.16091954022988506,0.0,0.022988505747126436,0.367816091954023,0.022988505747126436,0.0,0.20689655172413793,0.21839080459770116
superiorfrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.46875,0.0,0.0,0.0,0.53125,0.0,0.0
superiortemporal-lh,0.19402985074626866,0.0,0.0,0.23880597014925373,0.014925373134328358,0.0,0.373134328358209,0.1791044776119403
superiortemporal-rh,0.16901408450704225,0.0,0.0,0.28169014084507044,0.0,0.0,0.18309859154929578,0.36619718309859156
