,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.46875,0.0,0.078125,0.265625,0.1875,0.0,0.0,0.0
parsopercularis-lh,0.0,0.8620689655172413,0.0,0.0,0.0,0.0,0.13793103448275862,0.0
parstriangularis-rh,0.06666666666666667,0.0,0.37777777777777777,0.15555555555555556,0.32222222222222224,0.0,0.0,0.07777777777777778
rostralmiddlefrontal-lh,0.2191780821917808,0.0,0.136986301369863,0.3835616438356164,0.2191780821917808,0.0,0.0,0.0410958904109589
rostralmiddlefrontal-rh,0.11403508771929824,0.0,0.2894736842105263,0.18421052631578946,0.34210526315789475,0.0,0.0,0.07017543859649122
superiorfrontal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiorfrontal-rh,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0
superiortemporal-rh,0.0,0.0,0.21428571428571427,0.11904761904761904,0.21428571428571427,0.0,0.0,0.4523809523809524
