,P8,TP10,FT10,PO8,P6,TP8,F6,AF8
P8,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
TP10,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2
P6,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2
TP8,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2
F6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
AF8,0.0,0.15151515151515152,0.0,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.0,0.3939393939393939
