,Fp1,FT9,P8,TP10,PO8,P6,TP8,AF8
Fp1,0.65,0.2,0.0,0.0,0.0,0.0,0.0,0.15
FT9,0.4166666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4
