,TP9,TP10,FT10,F8,Fp2,AF7,AF3,AF8
TP9,0.49748743718592964,0.0,0.0,0.5025125628140703,0.0,0.0,0.0,0.0
TP10,0.0,0.5235849056603774,0.0,0.0,0.0,0.47641509433962265,0.0,0.0
FT10,0.0,0.0,0.5252525252525253,0.47474747474747475,0.0,0.0,0.0,0.0
F8,0.1404494382022472,0.0,0.2696629213483146,0.5898876404494382,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.4188911704312115,0.0,0.0,0.0,0.5811088295687885,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
