,Fp1,T7,TP9,Fp2,AF7,F5,CP4,AF8
Fp1,0.3283582089552239,0.0,0.0,0.3358208955223881,0.3358208955223881,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.24861878453038674,0.0,0.0,0.3867403314917127,0.36464088397790057,0.0,0.0,0.0
AF7,0.2556818181818182,0.0,0.0,0.375,0.3693181818181818,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
