,frontalpole-lh,frontalpole-rh,insula-rh,paracentral-lh,paracentral-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6024096385542169,0.0,0.0,0.0,0.0,0.39759036144578314,0.0
insula-rh,0.0,0.0,0.7912087912087912,0.054945054945054944,0.0989010989010989,0.0,0.0,0.054945054945054944
paracentral-lh,0.0,0.0,0.03482587064676617,0.373134328358209,0.3582089552238806,0.07960199004975124,0.0,0.15422885572139303
paracentral-rh,0.0,0.0,0.05555555555555555,0.3434343434343434,0.398989898989899,0.0707070707070707,0.0,0.13131313131313133
parsorbitalis-rh,0.0,0.0,0.0,0.12413793103448276,0.1103448275862069,0.503448275862069,0.0896551724137931,0.1724137931034483
rostralanteriorcingulate-rh,0.0,0.2619047619047619,0.0,0.0,0.0,0.11904761904761904,0.6190476190476191,0.0
temporalpole-rh,0.0,0.0,0.045714285714285714,0.18857142857142858,0.16,0.13142857142857142,0.0,0.4742857142857143
