,caudalmiddlefrontal-rh,insula-rh,paracentral-lh,parsopercularis-rh,pericalcarine-lh,posteriorcingulate-lh,precuneus-lh,superiorparietal-lh
caudalmiddlefrontal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.6210526315789474,0.07368421052631578,0.0,0.0,0.0,0.30526315789473685,0.0
paracentral-lh,0.0,0.06976744186046512,0.4108527131782946,0.0,0.06201550387596899,0.0,0.21705426356589147,0.24031007751937986
parsopercularis-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0759493670886076,0.0,0.3291139240506329,0.0,0.34177215189873417,0.25316455696202533
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
precuneus-lh,0.0,0.13989637305699482,0.12435233160621761,0.0,0.13989637305699482,0.0,0.43005181347150256,0.16580310880829016
superiorparietal-lh,0.0,0.0,0.2265625,0.0,0.171875,0.0,0.265625,0.3359375
