,cuneus-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,parahippocampal-lh,pericalcarine-lh,rostralanteriorcingulate-lh
cuneus-lh,0.652014652014652,0.04395604395604396,0.0,0.01098901098901099,0.02564102564102564,0.0,0.2673992673992674,0.0
entorhinal-lh,0.021321961620469083,0.47121535181236673,0.0,0.0,0.34968017057569295,0.15778251599147122,0.0,0.0
frontalpole-lh,0.0,0.0,0.5691906005221932,0.19321148825065274,0.0,0.013054830287206266,0.08093994778067885,0.14360313315926893
frontalpole-rh,0.012853470437017995,0.005141388174807198,0.17480719794344474,0.4987146529562982,0.0,0.0,0.04884318766066838,0.2596401028277635
fusiform-lh,0.006276150627615063,0.33472803347280333,0.0,0.0,0.4456066945606695,0.21338912133891214,0.0,0.0
parahippocampal-lh,0.0,0.20303030303030303,0.021212121212121213,0.0,0.28484848484848485,0.4909090909090909,0.0,0.0
pericalcarine-lh,0.30268199233716475,0.0,0.09961685823754789,0.05747126436781609,0.0,0.0,0.5402298850574713,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.14804469273743018,0.29329608938547486,0.0,0.0,0.0,0.5586592178770949
