,caudalanteriorcingulate-rh,entorhinal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-lh,pericalcarine-lh,pericalcarine-rh
caudalanteriorcingulate-rh,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-rh,0.25,0.7045454545454546,0.0,0.0,0.0,0.0,0.045454545454545456,0.0
frontalpole-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.39759036144578314,0.3253012048192771,0.08433734939759036,0.1927710843373494,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.35526315789473684,0.34210526315789475,0.09210526315789473,0.21052631578947367,0.0
parahippocampal-lh,0.0,0.0,0.0,0.25925925925925924,0.25925925925925924,0.2222222222222222,0.25925925925925924,0.0
pericalcarine-lh,0.0,0.056338028169014086,0.0,0.22535211267605634,0.22535211267605634,0.07042253521126761,0.4225352112676056,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
