,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.13157894736842105,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.13157894736842105,0.15789473684210525
postcentral-rh,0.0,0.0425531914893617,0.14893617021276595,0.1702127659574468,0.14893617021276595,0.1702127659574468,0.1702127659574468,0.14893617021276595
superiorparietal-lh,0.0,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.14516129032258066,0.1774193548387097,0.1774193548387097,0.14516129032258066
superiorparietal-rh,0.0,0.06666666666666667,0.13333333333333333,0.16666666666666666,0.15,0.16666666666666666,0.16666666666666666,0.15
superiortemporal-lh,0.0,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.14516129032258066,0.1774193548387097,0.1774193548387097,0.14516129032258066
superiortemporal-rh,0.0,0.05357142857142857,0.14285714285714285,0.16071428571428573,0.14285714285714285,0.17857142857142858,0.17857142857142858,0.14285714285714285
supramarginal-rh,0.0,0.07692307692307693,0.12307692307692308,0.16923076923076924,0.15384615384615385,0.16923076923076924,0.15384615384615385,0.15384615384615385
