,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.5625,0.0,0.4375,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.1743119266055046,0.045871559633027525,0.1559633027522936,0.1559633027522936,0.1559633027522936,0.14678899082568808,0.1651376146788991
postcentral-rh,0.275,0.05,0.375,0.0625,0.0625,0.0625,0.0625,0.05
superiorparietal-lh,0.0,0.12396694214876033,0.04132231404958678,0.256198347107438,0.1322314049586777,0.18181818181818182,0.1487603305785124,0.11570247933884298
superiorparietal-rh,0.0,0.12264150943396226,0.04716981132075472,0.18867924528301888,0.1792452830188679,0.16037735849056603,0.16037735849056603,0.14150943396226415
superiortemporal-lh,0.0,0.11304347826086956,0.043478260869565216,0.20869565217391303,0.14782608695652175,0.19130434782608696,0.16521739130434782,0.13043478260869565
superiortemporal-rh,0.0,0.11214953271028037,0.04672897196261682,0.17757009345794392,0.14953271028037382,0.16822429906542055,0.21495327102803738,0.1308411214953271
supramarginal-rh,0.0,0.13636363636363635,0.045454545454545456,0.16363636363636364,0.16363636363636364,0.17272727272727273,0.16363636363636364,0.15454545454545454
