,Fp1,O2,P4,FC6,F8,FT7,PO4,AF8
Fp1,0.4962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.5037037037037037
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.2585551330798479,0.0,0.0,0.0,0.0,0.0,0.0,0.7414448669201521
