,Fp1,O2,P4,FC6,F8,FT7,PO4,AF8
Fp1,0.797979797979798,0.0,0.0,0.0,0.0,0.0,0.0,0.20202020202020202
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.7708333333333334
