,Fp1,F7,P4,T8,AF7,AF3,C5,AF8
Fp1,0.98989898989899,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102
F7,0.0,0.675,0.0,0.0,0.0,0.0,0.325,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.7407407407407407,0.0
AF8,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.88
