,Fp1,O2,P4,FC6,F8,FT7,PO4,AF8
Fp1,0.514367816091954,0.0,0.0,0.0,0.0,0.0,0.0,0.48563218390804597
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.49554896142433236,0.0,0.0,0.0,0.0,0.0,0.0,0.5044510385756676
