,cuneus-rh,entorhinal-lh,parahippocampal-rh,parsopercularis-lh,pericalcarine-lh,temporalpole-lh,transversetemporal-lh,transversetemporal-rh
cuneus-rh,0.5934065934065934,0.0,0.23076923076923078,0.0,0.02197802197802198,0.03296703296703297,0.0,0.12087912087912088
entorhinal-lh,0.0,0.5657894736842105,0.013157894736842105,0.0,0.23684210526315788,0.0,0.18421052631578946,0.0
parahippocampal-rh,0.15748031496062992,0.023622047244094488,0.5748031496062992,0.0,0.06299212598425197,0.023622047244094488,0.0,0.15748031496062992
parsopercularis-lh,0.0,0.0,0.0,0.6875,0.0,0.10416666666666667,0.16666666666666666,0.041666666666666664
pericalcarine-lh,0.0,0.24691358024691357,0.04938271604938271,0.0,0.5308641975308642,0.0,0.1728395061728395,0.0
temporalpole-lh,0.027777777777777776,0.0,0.027777777777777776,0.1111111111111111,0.0,0.6018518518518519,0.09259259259259259,0.1388888888888889
transversetemporal-lh,0.0,0.11666666666666667,0.0,0.16666666666666666,0.10833333333333334,0.06666666666666667,0.5416666666666666,0.0
transversetemporal-rh,0.104,0.0,0.192,0.032,0.0,0.128,0.0,0.544
