,TP9,O1,Oz,O2,FT10,Fp2,PO7,AF4
TP9,0.5714285714285714,0.0,0.017857142857142856,0.0,0.35714285714285715,0.05357142857142857,0.0,0.0
O1,0.0,0.3088235294117647,0.014705882352941176,0.0,0.0,0.029411764705882353,0.3088235294117647,0.3382352941176471
Oz,0.0,0.15,0.2,0.0,0.0,0.25,0.15,0.25
O2,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
FT10,0.5121951219512195,0.0,0.0,0.0,0.43902439024390244,0.04878048780487805,0.0,0.0
Fp2,0.037037037037037035,0.14814814814814814,0.18518518518518517,0.0,0.0,0.25925925925925924,0.14814814814814814,0.2222222222222222
PO7,0.0,0.3088235294117647,0.014705882352941176,0.0,0.0,0.029411764705882353,0.3088235294117647,0.3382352941176471
AF4,0.0,0.23711340206185566,0.030927835051546393,0.0,0.0,0.041237113402061855,0.23711340206185566,0.4536082474226804
