,TP9,O1,Oz,O2,FT10,Fp2,PO7,AF4
TP9,0.4857142857142857,0.0,0.0,0.0,0.5142857142857142,0.0,0.0,0.0
O1,0.0,0.1875,0.1875,0.0,0.0,0.1875,0.1875,0.25
Oz,0.0,0.1875,0.1875,0.0,0.0,0.1875,0.1875,0.25
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.475,0.0,0.0,0.0,0.525,0.0,0.0,0.0
Fp2,0.0,0.1875,0.1875,0.0,0.0,0.1875,0.1875,0.25
PO7,0.0,0.1875,0.1875,0.0,0.0,0.1875,0.1875,0.25
AF4,0.0,0.11538461538461539,0.11538461538461539,0.0,0.0,0.11538461538461539,0.11538461538461539,0.5384615384615384
