,Fp1,TP9,Oz,O2,F8,Fp2,PO4,PO8
Fp1,0.35714285714285715,0.0,0.0,0.10714285714285714,0.39285714285714285,0.0,0.14285714285714285,0.0
TP9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.26666666666666666,0.0,0.0,0.2,0.26666666666666666,0.0,0.26666666666666666,0.0
F8,0.3548387096774194,0.0,0.0,0.0967741935483871,0.41935483870967744,0.0,0.12903225806451613,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.29411764705882354,0.0,0.0,0.17647058823529413,0.29411764705882354,0.0,0.23529411764705882,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
