,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.19230769230769232,0.16923076923076924,0.03076923076923077,0.06923076923076923,0.16923076923076924,0.13076923076923078,0.16153846153846155,0.07692307692307693
caudalmiddlefrontal-rh,0.14864864864864866,0.20945945945945946,0.02702702702702703,0.10135135135135136,0.16216216216216217,0.10135135135135136,0.18243243243243243,0.06756756756756757
inferiorparietal-rh,0.09836065573770492,0.09836065573770492,0.4426229508196721,0.04918032786885246,0.09836065573770492,0.06557377049180328,0.09836065573770492,0.04918032786885246
parsopercularis-lh,0.10256410256410256,0.1794871794871795,0.02564102564102564,0.34615384615384615,0.14102564102564102,0.01282051282051282,0.19230769230769232,0.0
parstriangularis-rh,0.16058394160583941,0.18248175182481752,0.029197080291970802,0.08759124087591241,0.18248175182481752,0.10948905109489052,0.17518248175182483,0.072992700729927
rostralmiddlefrontal-lh,0.19791666666666666,0.15625,0.041666666666666664,0.020833333333333332,0.15625,0.17708333333333334,0.14583333333333334,0.10416666666666667
superiortemporal-lh,0.14685314685314685,0.1888111888111888,0.027972027972027972,0.11188811188811189,0.16783216783216784,0.0979020979020979,0.1888111888111888,0.06993006993006994
superiortemporal-rh,0.16417910447761194,0.16417910447761194,0.029850746268656716,0.0,0.16417910447761194,0.16417910447761194,0.16417910447761194,0.14925373134328357
