,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-rh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.2549441100601892,0.2515047291487532,0.11435941530524506,0.0,0.0,0.09716251074806535,0.1517626827171109,0.13026655202063628
caudalanteriorcingulate-rh,0.252267818574514,0.2526997840172786,0.11317494600431965,0.0,0.0,0.09762419006479482,0.15291576673866092,0.13131749460043196
frontalpole-rh,0.14177489177489178,0.1396103896103896,0.2775974025974026,0.0,0.0,0.10064935064935066,0.14664502164502163,0.1937229437229437
insula-rh,0.0,0.0,0.0,0.7588769611890999,0.13212221304706853,0.10900082576383155,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.11938098747236552,0.6234340456890199,0.2571849668386146,0.0,0.0
parahippocampal-rh,0.09951563188022898,0.09951563188022898,0.08278291501541171,0.05900484368119771,0.1554381329810656,0.3047115808014091,0.09951563188022898,0.09951563188022898
rostralanteriorcingulate-lh,0.17395626242544732,0.17445328031809146,0.13568588469184892,0.0,0.0,0.11232604373757456,0.24602385685884692,0.15755467196819087
rostralanteriorcingulate-rh,0.15022533800701052,0.15072608913370056,0.18027040560841262,0.0,0.0,0.11316975463194792,0.157235853780671,0.24837255883825737
