,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1853146853146853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1853146853146853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1853146853146853,0.0,0.0,0.0,0.0,0.0,0.0,0.1853146853146853,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.1135976648017514,0.0,0.02894672828995378,0.040379469715397714,0.07370469472147896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04402821697883726,0.06883969837022622,0.0,0.0,0.10094867428849429,0.09997567501824374,0.07029919727560205,0.046217465336901,0.0,0.0,0.01824373631719776,0.0,0.0,0.0,0.06202870347847239,0.012405740695694478,0.0,0.0,0.023351982486013136,0.0,0.0,0.0,0.05643395767453174,0.0,0.0,0.0,0.054244709316468014,0.0,0.0,0.0,0.0,0.06251520311359766,0.0,0.0,0.02383848212113841,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0417940876656473,0.0,0.10839279646619096,0.0,0.010533469249065579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04485219164118247,0.0,0.0,0.0,0.03499830105334693,0.004077471967380225,0.03771661569826707,0.008834522595990485,0.03397893306150187,0.06116207951070336,0.01834862385321101,0.05130818892286782,0.0,0.0,0.09344206591913014,0.0,0.0,0.04858987427794767,0.034658511722731905,0.06659870880054367,0.037376826367652057,0.02072714916751614,0.0,0.0,0.0,0.0,0.0744138634046891,0.0,0.0,0.0,0.05436629289840299,0.04655113829425756,0.0,0.0,0.0,0.01766904519198097,0.0,0.0,0.04960924226979273,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0907563025210084,0.0,0.0,0.19103641456582632,0.115406162464986,0.0,0.0773109243697479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026330532212885154,0.16022408963585436,0.0,0.0,0.08347338935574229,0.06106442577030812,0.06722689075630252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026330532212885154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005602240896358543,0.009523809523809525,0.0,0.0,0.039775910364145656,0.0,0.0,0.0,0.0005602240896358543,0.05042016806722689,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.08382066276803118,0.0,0.00807574491785018,0.05847953216374269,0.13784461152882205,0.0,0.021164021164021163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034252297410192145,0.11946532999164577,0.0,0.0,0.09273182957393483,0.07490949596212754,0.09440267335004177,0.020328599275967696,0.0,0.0,0.003063213589529379,0.0,0.0,0.0,0.07101086048454469,0.0,0.0,0.0,0.03313840155945419,0.0,0.0,0.0,0.023391812865497075,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.06516290726817042,0.0,0.0,0.01113895850737956,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
