,entorhinal-lh,frontalpole-rh,inferiorparietal-rh,insula-lh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-lh,pericalcarine-rh
entorhinal-lh,0.32673267326732675,0.0,0.16831683168316833,0.019801980198019802,0.1782178217821782,0.19801980198019803,0.019801980198019802,0.0891089108910891
frontalpole-rh,0.0,0.984375,0.0,0.0,0.0,0.015625,0.0,0.0
inferiorparietal-rh,0.15753424657534246,0.0,0.3287671232876712,0.03424657534246575,0.0684931506849315,0.21232876712328766,0.00684931506849315,0.1917808219178082
insula-lh,0.07058823529411765,0.0,0.12941176470588237,0.5058823529411764,0.0,0.10588235294117647,0.16470588235294117,0.023529411764705882
isthmuscingulate-rh,0.12,0.0,0.06,0.0,0.45,0.1,0.19,0.08
lateraloccipital-rh,0.15723270440251572,0.006289308176100629,0.1761006289308176,0.031446540880503145,0.1069182389937107,0.3710691823899371,0.0,0.1509433962264151
parahippocampal-lh,0.0,0.0,0.0,0.2236842105263158,0.17105263157894737,0.013157894736842105,0.5657894736842105,0.02631578947368421
pericalcarine-rh,0.07801418439716312,0.0,0.20567375886524822,0.0,0.11347517730496454,0.14893617021276595,0.02127659574468085,0.4326241134751773
