,cuneus-lh,frontalpole-lh,frontalpole-rh,insula-lh,lateraloccipital-lh,parsopercularis-lh,rostralanteriorcingulate-rh,transversetemporal-lh
cuneus-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.3225806451612903,0.0,0.0,0.3225806451612903,0.0,0.2903225806451613,0.06451612903225806
frontalpole-rh,0.0,0.0,0.4186046511627907,0.2558139534883721,0.0,0.32558139534883723,0.0,0.0
insula-lh,0.0,0.0,0.28125,0.5625,0.0,0.15625,0.0,0.0
lateraloccipital-lh,0.0,0.3103448275862069,0.0,0.0,0.3103448275862069,0.0,0.3103448275862069,0.06896551724137931
parsopercularis-lh,0.0,0.0,0.3902439024390244,0.17073170731707318,0.0,0.4146341463414634,0.0,0.024390243902439025
rostralanteriorcingulate-rh,0.0,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.3076923076923077,0.07692307692307693
transversetemporal-lh,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857
