,FT9,TP9,TP10,FT10,F8,AF7,FC4,AF8
FT9,0.39285714285714285,0.03571428571428571,0.42857142857142855,0.0,0.03571428571428571,0.10714285714285714,0.0,0.0
TP9,0.25,0.125,0.25,0.0,0.125,0.25,0.0,0.0
TP10,0.34285714285714286,0.02857142857142857,0.5142857142857142,0.0,0.02857142857142857,0.08571428571428572,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.25,0.125,0.25,0.0,0.125,0.25,0.0,0.0
AF7,0.3076923076923077,0.07692307692307693,0.3076923076923077,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
