,fusiform-lh,inferiortemporal-rh,insula-lh,isthmuscingulate-rh,lingual-rh,middletemporal-lh,parahippocampal-lh,temporalpole-rh
fusiform-lh,0.4583333333333333,0.0,0.25,0.041666666666666664,0.0,0.0,0.25,0.0
inferiortemporal-rh,0.0,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.43333333333333335
insula-lh,0.22950819672131148,0.0,0.4426229508196721,0.0,0.03278688524590164,0.0,0.29508196721311475,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
lingual-rh,0.0,0.0,0.11428571428571428,0.0,0.6857142857142857,0.0,0.2,0.0
middletemporal-lh,0.0,0.0,0.0,0.3793103448275862,0.0,0.6206896551724138,0.0,0.0
parahippocampal-lh,0.25396825396825395,0.0,0.2857142857142857,0.0,0.07936507936507936,0.0,0.38095238095238093,0.0
temporalpole-rh,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.6153846153846154
