,frontalpole-rh,insula-lh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.233252427184466,0.024271844660194174,0.07815533980582524,0.02257281553398058,0.1553398058252427,0.18689320388349515,0.13737864077669903,0.16213592233009708
insula-lh,0.041866550370693416,0.46576537287396425,0.14696903619712168,0.12123855211513301,0.08809419973833406,0.02573048408198866,0.06672481465329264,0.043610989969472304
insula-rh,0.11804258498319013,0.12663429211804259,0.35412775494957044,0.01867762420620097,0.07583115427717595,0.07620470676129996,0.1038475905864774,0.12663429211804259
isthmuscingulate-rh,0.05801621958827199,0.17592014971927636,0.032439176543980035,0.3655645664379289,0.14597629444791016,0.05801621958827199,0.10605115408608859,0.05801621958827199
lateralorbitofrontal-rh,0.1643132220795892,0.05186136071887035,0.05314505776636714,0.06007702182284981,0.2274711168164313,0.16893453145057766,0.13350449293966624,0.14069319640564826
medialorbitofrontal-rh,0.20442571127502634,0.01554267650158061,0.05426765015806112,0.024499473129610115,0.1733403582718651,0.26396206533192834,0.11406743940990516,0.14989462592202318
rostralanteriorcingulate-lh,0.17305352798053528,0.047749391727493914,0.08637469586374696,0.05170316301703163,0.1575425790754258,0.13047445255474452,0.2062043795620438,0.1468978102189781
rostralanteriorcingulate-rh,0.18458531136554035,0.029042166992460205,0.09578330075397934,0.025970399329796147,0.15191287349902263,0.15721865400726054,0.13348226752303827,0.22200502652890255
