,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.5178701677607586,0.099927060539752,0.0,0.031363967906637494,0.09044493070751276,0.06929248723559446,0.05105762217359591,0.1400437636761488
frontalpole-rh,0.05129151291512915,0.2981549815498155,0.043911439114391146,0.1099630996309963,0.08302583025830258,0.12841328413284134,0.16162361623616237,0.12361623616236163
insula-rh,0.0,0.087248322147651,0.5302013422818792,0.030574198359433258,0.174496644295302,0.005965697240865026,0.1715137956748695,0.0
medialorbitofrontal-rh,0.01654482493266641,0.11427472104655637,0.01654482493266641,0.36167756829549824,0.13697575990765679,0.1400538668718738,0.13428241631396692,0.07964601769911504
parahippocampal-rh,0.052768166089965395,0.09818339100346021,0.10207612456747404,0.15484429065743946,0.379757785467128,0.027249134948096887,0.16176470588235295,0.023356401384083045
rostralanteriorcingulate-lh,0.045346062052505964,0.16515513126491646,0.00477326968973747,0.1718377088305489,0.029116945107398567,0.29451073985680193,0.17899761336515513,0.11026252983293557
rostralanteriorcingulate-rh,0.024982155603140613,0.15560314061384725,0.08279800142755175,0.1238401142041399,0.1334760885082084,0.13526052819414705,0.2580299785867238,0.08600999286224126
temporalpole-rh,0.08900999091734786,0.15213442325158946,0.0,0.09400544959128065,0.023614895549500452,0.10581289736603088,0.10944595821980019,0.4259763851044505
