,FT9,Pz,F4,AF7,FC3,P2,FC4,AF4
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.38461538461538464,0.0,0.0,0.3076923076923077,0.0,0.3076923076923077,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FC3,0.0,0.36,0.0,0.0,0.32,0.0,0.32,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.36,0.0,0.0,0.32,0.0,0.32,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
