,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-rh
frontalpole-lh,0.5,0.3181818181818182,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.0
frontalpole-rh,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.3460949464012251,0.28024502297090353,0.21592649310872894,0.13935681470137826,0.0,0.018376722817764167
medialorbitofrontal-lh,0.0,0.0,0.2040586245772266,0.3968432919954904,0.21082299887260428,0.18489289740698986,0.0,0.0033821871476888386
medialorbitofrontal-rh,0.005625879043600563,0.0,0.19831223628691982,0.26019690576652604,0.2981715893108298,0.19127988748241911,0.03938115330520394,0.007032348804500703
rostralanteriorcingulate-lh,0.0,0.0,0.16396396396396395,0.2954954954954955,0.24864864864864866,0.2918918918918919,0.0,0.0
rostralanteriorcingulate-rh,0.044444444444444446,0.0,0.0,0.0,0.2074074074074074,0.0,0.7481481481481481,0.0
superiorparietal-rh,0.0,0.0,0.012836970474967908,0.0012836970474967907,0.0038510911424903724,0.0,0.0,0.982028241335045
