,frontalpole-rh,fusiform-rh,inferiortemporal-rh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh
frontalpole-rh,0.5538461538461539,0.0,0.0,0.0,0.4461538461538462,0.0,0.0,0.0
fusiform-rh,0.0,0.3203125,0.0,0.22135416666666666,0.0,0.06510416666666667,0.25,0.14322916666666666
inferiortemporal-rh,0.0,0.0,0.5280373831775701,0.0,0.0,0.22429906542056074,0.24766355140186916,0.0
isthmuscingulate-rh,0.0,0.253125,0.0,0.45,0.0,0.0,0.16875,0.128125
medialorbitofrontal-rh,0.3660130718954248,0.0,0.0,0.0,0.6339869281045751,0.0,0.0,0.0
parahippocampal-lh,0.0,0.08405797101449275,0.13333333333333333,0.0,0.0,0.3739130434782609,0.30144927536231886,0.1072463768115942
parahippocampal-rh,0.0,0.176056338028169,0.09330985915492958,0.10211267605633803,0.0,0.1813380281690141,0.31690140845070425,0.13028169014084506
rostralanteriorcingulate-rh,0.0,0.16272189349112426,0.0,0.12721893491124261,0.0,0.10946745562130178,0.21893491124260356,0.3816568047337278
