,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,precentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.16544117647058823,0.11764705882352941,0.11397058823529412,0.12867647058823528,0.12867647058823528,0.08455882352941177,0.12867647058823528,0.1323529411764706
caudalmiddlefrontal-rh,0.10289389067524116,0.19935691318327975,0.10289389067524116,0.12861736334405144,0.12218649517684887,0.08681672025723473,0.13183279742765272,0.12540192926045016
postcentral-lh,0.0914826498422713,0.10410094637223975,0.167192429022082,0.14826498422712933,0.11041009463722397,0.10725552050473186,0.12933753943217666,0.14195583596214512
postcentral-rh,0.09424083769633508,0.10732984293193717,0.12303664921465969,0.15968586387434555,0.11780104712041885,0.10732984293193717,0.14659685863874344,0.14397905759162305
precentral-rh,0.11612903225806452,0.12258064516129032,0.11290322580645161,0.14193548387096774,0.13870967741935483,0.09032258064516129,0.14516129032258066,0.13225806451612904
superiorfrontal-rh,0.07717041800643087,0.0932475884244373,0.10932475884244373,0.13504823151125403,0.0932475884244373,0.18006430868167203,0.1382636655948553,0.17363344051446947
superiorparietal-lh,0.09283819628647215,0.10875331564986737,0.10875331564986737,0.14323607427055704,0.11671087533156499,0.10875331564986737,0.1724137931034483,0.14854111405835543
superiorparietal-rh,0.09022556390977443,0.10025062656641603,0.11278195488721804,0.13784461152882205,0.10275689223057644,0.14035087719298245,0.14035087719298245,0.17543859649122806
