,Fp1,FT9,TP9,P3,FT10,Fp2,AF7,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.49473684210526314,0.25263157894736843,0.0,0.0,0.25263157894736843
FT10,0.0,0.0,0.0,0.3582089552238806,0.34328358208955223,0.0,0.0,0.29850746268656714
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.34782608695652173,0.3188405797101449,0.0,0.0,0.3333333333333333
