,TP9,Cz,FT10,F4,Fp2,AF7,C2,AF8
TP9,0.5157894736842106,0.0,0.042105263157894736,0.1368421052631579,0.05263157894736842,0.11578947368421053,0.0,0.1368421052631579
Cz,0.0,0.391304347826087,0.2608695652173913,0.057971014492753624,0.0,0.0,0.2608695652173913,0.028985507246376812
FT10,0.024096385542168676,0.24096385542168675,0.30120481927710846,0.13253012048192772,0.0,0.0,0.1927710843373494,0.10843373493975904
F4,0.15714285714285714,0.08571428571428572,0.18571428571428572,0.2857142857142857,0.0,0.0,0.02857142857142857,0.2571428571428571
Fp2,0.25,0.0,0.0,0.0,0.3333333333333333,0.4166666666666667,0.0,0.0
AF7,0.3783783783783784,0.0,0.0,0.0,0.1891891891891892,0.43243243243243246,0.0,0.0
C2,0.0,0.3673469387755102,0.2857142857142857,0.0,0.0,0.0,0.3469387755102041,0.0
AF8,0.1746031746031746,0.06349206349206349,0.1746031746031746,0.30158730158730157,0.0,0.0,0.0,0.2857142857142857
