,entorhinal-rh,frontalpole-lh,frontalpole-rh,parsopercularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
entorhinal-rh,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523
frontalpole-lh,0.0,0.29411764705882354,0.0,0.29411764705882354,0.17647058823529413,0.0,0.0,0.23529411764705882
frontalpole-rh,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
parsopercularis-rh,0.0,0.1346153846153846,0.038461538461538464,0.5769230769230769,0.11538461538461539,0.0,0.0,0.1346153846153846
rostralanteriorcingulate-lh,0.0,0.03333333333333333,0.0,0.16666666666666666,0.43333333333333335,0.0,0.0,0.36666666666666664
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporalpole-rh,0.05,0.0125,0.025,0.025,0.1125,0.0,0.0,0.775
