,entorhinal-lh,frontalpole-lh,medialorbitofrontal-lh,parsorbitalis-lh,parsorbitalis-rh,parstriangularis-rh,rostralanteriorcingulate-lh,temporalpole-lh
entorhinal-lh,0.4461538461538462,0.046153846153846156,0.1076923076923077,0.1076923076923077,0.16923076923076924,0.12307692307692308,0.0,0.0
frontalpole-lh,0.046357615894039736,0.3509933774834437,0.052980132450331126,0.2582781456953642,0.026490066225165563,0.006622516556291391,0.039735099337748346,0.2185430463576159
medialorbitofrontal-lh,0.007462686567164179,0.1044776119402985,0.3582089552238806,0.1044776119402985,0.07462686567164178,0.08208955223880597,0.13432835820895522,0.13432835820895522
parsorbitalis-lh,0.08125,0.2125,0.05,0.31875,0.0375,0.01875,0.05,0.23125
parsorbitalis-rh,0.06666666666666667,0.014814814814814815,0.1037037037037037,0.02962962962962963,0.4740740740740741,0.3111111111111111,0.0,0.0
parstriangularis-rh,0.057692307692307696,0.0,0.14423076923076922,0.009615384615384616,0.3076923076923077,0.47115384615384615,0.0,0.009615384615384616
rostralanteriorcingulate-lh,0.0,0.125,0.234375,0.1875,0.0,0.0,0.25,0.203125
temporalpole-lh,0.02531645569620253,0.25316455696202533,0.0759493670886076,0.27848101265822783,0.012658227848101266,0.0,0.056962025316455694,0.2974683544303797
