,entorhinal-lh,frontalpole-lh,fusiform-lh,inferiortemporal-lh,lateraloccipital-rh,parahippocampal-lh,pericalcarine-rh,temporalpole-lh
entorhinal-lh,0.6041666666666666,0.0,0.08333333333333333,0.09722222222222222,0.013888888888888888,0.06944444444444445,0.0,0.13194444444444445
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.072992700729927,0.0,0.5109489051094891,0.20437956204379562,0.0,0.2116788321167883,0.0,0.0
inferiortemporal-lh,0.1037037037037037,0.0,0.28888888888888886,0.3925925925925926,0.0,0.18518518518518517,0.0,0.02962962962962963
lateraloccipital-rh,0.023255813953488372,0.0,0.0,0.0,0.7906976744186046,0.0,0.18604651162790697,0.0
parahippocampal-lh,0.06666666666666667,0.0,0.19393939393939394,0.18181818181818182,0.0,0.5575757575757576,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.33783783783783783,0.0,0.6621621621621622,0.0
temporalpole-lh,0.23655913978494625,0.0,0.0,0.043010752688172046,0.0,0.0,0.0,0.7204301075268817
