,frontalpole-lh,frontalpole-rh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,pericalcarine-lh,temporalpole-rh
frontalpole-lh,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.1276595744680851,0.8723404255319149,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-lh,0.0,0.0,0.5,0.017241379310344827,0.22413793103448276,0.12931034482758622,0.12931034482758622,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.7534246575342466,0.0136986301369863,0.0,0.1780821917808219,0.0547945205479452
lingual-lh,0.0,0.0,0.19801980198019803,0.04950495049504951,0.37623762376237624,0.2079207920792079,0.1485148514851485,0.019801980198019802
parahippocampal-lh,0.0,0.0,0.2159090909090909,0.0,0.2840909090909091,0.4659090909090909,0.03409090909090909,0.0
pericalcarine-lh,0.0,0.0,0.11494252873563218,0.19540229885057472,0.11494252873563218,0.0,0.5057471264367817,0.06896551724137931
temporalpole-rh,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.07692307692307693,0.8076923076923077
