,entorhinal-rh,frontalpole-lh,frontalpole-rh,parahippocampal-lh,rostralmiddlefrontal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.4782608695652174,0.0,0.0,0.0,0.0,0.21014492753623187,0.15217391304347827,0.15942028985507245
frontalpole-lh,0.0,0.5526315789473685,0.32894736842105265,0.0,0.11842105263157894,0.0,0.0,0.0
frontalpole-rh,0.0,0.3157894736842105,0.543859649122807,0.0,0.14035087719298245,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.14864864864864866,0.11486486486486487,0.0,0.6486486486486487,0.0,0.08783783783783784,0.0
temporalpole-lh,0.248,0.0,0.0,0.0,0.0,0.568,0.168,0.016
temporalpole-rh,0.1242603550295858,0.0,0.0,0.0,0.05325443786982249,0.1242603550295858,0.6923076923076923,0.005917159763313609
transversetemporal-rh,0.22857142857142856,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.7571428571428571
