,frontalpole-lh,lingual-rh,medialorbitofrontal-lh,parsopercularis-lh,parsorbitalis-rh,parstriangularis-lh,pericalcarine-rh,rostralmiddlefrontal-lh
frontalpole-lh,0.6538461538461539,0.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.07692307692307693
lingual-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.15217391304347827,0.0,0.8478260869565217,0.0,0.0,0.0,0.0,0.0
parsopercularis-lh,0.0,0.0,0.0,0.6231884057971014,0.014492753623188406,0.028985507246376812,0.0,0.3333333333333333
parsorbitalis-rh,0.0,0.0,0.0,0.06976744186046512,0.9302325581395349,0.0,0.0,0.0
parstriangularis-lh,0.0,0.0,0.0,0.023809523809523808,0.0,0.8809523809523809,0.0,0.09523809523809523
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralmiddlefrontal-lh,0.08791208791208792,0.0,0.0,0.16483516483516483,0.0,0.08791208791208792,0.0,0.6593406593406593
