,P7,P8,TP10,T8,PO8,P6,TP8,FT8
P7,0.4927536231884058,0.0,0.0,0.0,0.0,0.0,0.0,0.5072463768115942
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.27380952380952384,0.0,0.0,0.0,0.0,0.0,0.0,0.7261904761904762
