,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsorbitalis-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
entorhinal-lh,0.4576271186440678,0.0,0.1694915254237288,0.09322033898305085,0.16101694915254236,0.0,0.11864406779661017,0.0
frontalpole-lh,0.0,0.7717391304347826,0.03260869565217391,0.021739130434782608,0.0,0.0,0.03260869565217391,0.14130434782608695
frontalpole-rh,0.10650887573964497,0.023668639053254437,0.39644970414201186,0.11242603550295859,0.1834319526627219,0.0,0.10650887573964497,0.07100591715976332
medialorbitofrontal-lh,0.036458333333333336,0.015625,0.109375,0.34375,0.140625,0.0,0.3229166666666667,0.03125
parsorbitalis-rh,0.0797872340425532,0.0,0.17553191489361702,0.16489361702127658,0.39893617021276595,0.0,0.18085106382978725,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.04807692307692308,0.019230769230769232,0.09615384615384616,0.32211538461538464,0.14423076923076922,0.0,0.34615384615384615,0.02403846153846154
rostralanteriorcingulate-rh,0.0,0.17857142857142858,0.08333333333333333,0.03571428571428571,0.0,0.0,0.03571428571428571,0.6666666666666666
