,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.1678832116788321,0.17518248175182483,0.0,0.145985401459854,0.072992700729927,0.10218978102189781,0.16058394160583941,0.17518248175182483
inferiorparietal-rh,0.1568627450980392,0.1895424836601307,0.0,0.1437908496732026,0.06535947712418301,0.0915032679738562,0.1568627450980392,0.19607843137254902
parsopercularis-lh,0.0,0.0,0.32432432432432434,0.2972972972972973,0.32432432432432434,0.05405405405405406,0.0,0.0
parstriangularis-rh,0.08835341365461848,0.08835341365461848,0.12449799196787148,0.2971887550200803,0.1646586345381526,0.060240963855421686,0.08835341365461848,0.08835341365461848
rostralmiddlefrontal-lh,0.05555555555555555,0.05555555555555555,0.2,0.2388888888888889,0.25,0.08888888888888889,0.05555555555555555,0.05555555555555555
superiorfrontal-rh,0.0979020979020979,0.0979020979020979,0.055944055944055944,0.11888111888111888,0.1258741258741259,0.3076923076923077,0.0979020979020979,0.0979020979020979
superiorparietal-rh,0.1610738255033557,0.174496644295302,0.0,0.1476510067114094,0.06711409395973154,0.09395973154362416,0.174496644295302,0.18120805369127516
superiortemporal-lh,0.14634146341463414,0.18292682926829268,0.0,0.13414634146341464,0.06097560975609756,0.08536585365853659,0.16463414634146342,0.22560975609756098
