,FT9,FC5,P7,TP10,AF7,AF3,FT7,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.49696969696969695,0.0,0.0,0.0,0.503030303030303,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.21428571428571427,0.0
AF3,0.0,0.3360995850622407,0.0,0.0,0.0,0.6639004149377593,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.5068493150684932,0.0,0.4931506849315068,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
