,F3,P4,TP10,T8,AF7,FT7,AF8,AF4
F3,0.33121019108280253,0.0,0.0,0.3343949044585987,0.0,0.0,0.3343949044585987,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.26582278481012656,0.0,0.0,0.40253164556962023,0.0,0.0,0.33164556962025316,0.0
AF7,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.32
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.26448362720403024,0.0,0.0,0.3350125944584383,0.0,0.0,0.4005037783375315,0.0
AF4,0.0,0.0,0.0,0.0,0.48214285714285715,0.0,0.0,0.5178571428571429
