,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,fusiform-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.1
frontalpole-lh,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.1
frontalpole-rh,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.1
fusiform-rh,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.2222222222222222,0.18518518518518517,0.1111111111111111,0.18518518518518517,0.07407407407407407
medialorbitofrontal-lh,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.2222222222222222,0.18518518518518517,0.1111111111111111,0.18518518518518517,0.07407407407407407
medialorbitofrontal-rh,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.17391304347826086,0.08695652173913043
parahippocampal-rh,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.2222222222222222,0.18518518518518517,0.1111111111111111,0.18518518518518517,0.07407407407407407
rostralanteriorcingulate-rh,0.1,0.1,0.1,0.15,0.15,0.15,0.15,0.1
