,frontalpole-lh,frontalpole-rh,fusiform-lh,inferiortemporal-lh,lingual-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.16666666666666666,0.3888888888888889
fusiform-lh,0.0,0.0,0.4583333333333333,0.3333333333333333,0.20833333333333334,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.0,0.25,0.4,0.35,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.16666666666666666,0.2777777777777778,0.5555555555555556,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0
medialorbitofrontal-rh,0.0,0.23809523809523808,0.0,0.0,0.0,0.047619047619047616,0.5238095238095238,0.19047619047619047
rostralanteriorcingulate-rh,0.047619047619047616,0.2857142857142857,0.0,0.0,0.0,0.0,0.047619047619047616,0.6190476190476191
