,bankssts-rh,frontalpole-rh,parahippocampal-lh,parahippocampal-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-rh,transversetemporal-rh
bankssts-rh,0.3358954650269024,0.08608762490392007,0.0007686395080707148,0.026902382782475018,0.24058416602613375,0.3005380476556495,0.006917755572636433,0.0023059185242121443
frontalpole-rh,0.08821170809943865,0.4907778668805132,0.0545308740978348,0.1090617481956696,0.08259823576583801,0.09783480352846832,0.03929430633520449,0.03769045709703288
parahippocampal-lh,0.0,0.07534983853606028,0.7470398277717977,0.03444564047362755,0.0,0.0,0.05382131324004306,0.08934337997847147
parahippocampal-rh,0.030330882352941176,0.11948529411764706,0.025735294117647058,0.6102941176470589,0.02297794117647059,0.02297794117647059,0.13970588235294118,0.02849264705882353
posteriorcingulate-lh,0.21433311214333112,0.0710019907100199,0.0,0.0165892501658925,0.3788984737889847,0.29462508294625084,0.0245520902455209,0.0
posteriorcingulate-rh,0.2404603270745003,0.07510599636583888,0.0,0.015748031496062992,0.2604482132041187,0.3646274984857662,0.043609933373712904,0.0
rostralanteriorcingulate-rh,0.007847533632286996,0.04820627802690583,0.04932735426008968,0.16591928251121077,0.04596412556053812,0.08520179372197309,0.5952914798206278,0.002242152466367713
transversetemporal-rh,0.0014619883040935672,0.07456140350877193,0.12426900584795321,0.04532163742690058,0.0,0.0,0.005847953216374269,0.7485380116959064
