,Fp1,FT9,Pz,FT10,F8,AF7,F1,C2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.5454545454545454
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.4945054945054945,0.0,0.0,0.5054945054945055,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.38333333333333336,0.0,0.0,0.6166666666666667,0.0
C2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
