,Pz,Oz,P8,FT10,Fp2,AF7,P6,CPz
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.3576158940397351,0.36423841059602646,0.0,0.0,0.2781456953642384,0.0,0.0
P8,0.0,0.3416149068322981,0.39751552795031053,0.0,0.0,0.2608695652173913,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.336,0.336,0.0,0.0,0.328,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
