,Pz,Oz,P8,FT10,Fp2,AF7,P6,CPz
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.5421686746987951,0.0,0.0,0.04819277108433735,0.40963855421686746,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.36363636363636365,0.0,0.0,0.2727272727272727,0.36363636363636365,0.0
P6,0.0,0.0,0.4788732394366197,0.0,0.0,0.056338028169014086,0.4647887323943662,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
