,Fp1,FT9,Pz,FT10,F8,AF7,F1,C2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.5353535353535354,0.46464646464646464,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.5054945054945055,0.4945054945054945,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
