,Fp1,TP10,CP2,T8,Fp2,AF3,F5,AF4
Fp1,0.49514563106796117,0.0,0.0,0.0,0.5048543689320388,0.0,0.0,0.0
TP10,0.0,0.2,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.45614035087719296,0.0,0.0,0.0,0.543859649122807,0.0,0.0,0.0
AF3,0.0,0.15,0.0,0.0,0.0,0.25,0.3,0.3
F5,0.0,0.02912621359223301,0.0,0.0,0.0,0.04854368932038835,0.46601941747572817,0.4563106796116505
AF4,0.0,0.0297029702970297,0.0,0.0,0.0,0.04950495049504951,0.45544554455445546,0.46534653465346537
