,FT9,P3,P8,C4,C6,C2,F6,FCz
FT9,0.27391304347826084,0.0,0.27391304347826084,0.0,0.27391304347826084,0.1782608695652174,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.2719298245614035,0.0,0.2719298245614035,0.0,0.27631578947368424,0.17982456140350878,0.0,0.0
C4,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
C6,0.2675438596491228,0.0,0.2675438596491228,0.0,0.2850877192982456,0.17982456140350878,0.0,0.0
C2,0.25153374233128833,0.0,0.25153374233128833,0.0,0.25153374233128833,0.24539877300613497,0.0,0.0
F6,0.0,0.0,0.0,0.30120481927710846,0.0,0.0,0.6987951807228916,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
