,FT9,P3,P8,C4,C6,C2,F6,FCz
FT9,0.49411764705882355,0.0,0.5058823529411764,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.9111111111111111,0.0,0.08888888888888889,0.0,0.0,0.0,0.0
P8,0.41346153846153844,0.0,0.5865384615384616,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,0.0,0.0
C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
