,FT9,P3,P8,C4,C6,C2,F6,FCz
FT9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.49295774647887325,0.0,0.0,0.0,0.0,0.0,0.5070422535211268
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.55
