,Fp1,FT9,Pz,FT10,F8,AF7,F1,C2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.5047619047619047,0.0,0.49523809523809526,0.0,0.0,0.0,0.0
Pz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.5046728971962616,0.0,0.4953271028037383,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
