,Pz,Oz,P8,FT10,Fp2,AF7,P6,CPz
Pz,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857
Oz,0.0,0.496,0.0,0.504,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.44680851063829785,0.0,0.5531914893617021,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.013513513513513514,0.0,0.0,0.0,0.0,0.918918918918919,0.04054054054054054,0.02702702702702703
P6,0.1,0.0,0.0,0.0,0.0,0.4,0.3,0.2
CPz,0.1111111111111111,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222
