,Fp1,TP10,CP2,T8,Fp2,AF3,F5,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.39375,0.0,0.0,0.0,0.29375,0.0,0.3125
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AF3,0.0,0.3381294964028777,0.0,0.0,0.0,0.33093525179856115,0.0,0.33093525179856115
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.34965034965034963,0.0,0.0,0.0,0.3076923076923077,0.0,0.34265734265734266
