,FT9,P3,P8,C4,C6,C2,F6,FCz
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.4
C2,0.0,0.0,0.0,0.0,0.07692307692307693,0.6153846153846154,0.0,0.3076923076923077
F6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FCz,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.4
