,caudalmiddlefrontal-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.15343915343915343,0.06878306878306878,0.15343915343915343,0.1164021164021164,0.15343915343915343,0.15873015873015872,0.12169312169312169,0.07407407407407407
parstriangularis-rh,0.125,0.18333333333333332,0.11666666666666667,0.11666666666666667,0.125,0.125,0.125,0.08333333333333333
postcentral-lh,0.15591397849462366,0.06451612903225806,0.16129032258064516,0.11290322580645161,0.15591397849462366,0.16129032258064516,0.11290322580645161,0.07526881720430108
postcentral-rh,0.14102564102564102,0.07692307692307693,0.14102564102564102,0.1346153846153846,0.14102564102564102,0.14102564102564102,0.1346153846153846,0.08974358974358974
superiorfrontal-rh,0.15544041450777202,0.06735751295336788,0.15544041450777202,0.11398963730569948,0.15544041450777202,0.16062176165803108,0.11917098445595854,0.07253886010362694
superiorparietal-lh,0.15463917525773196,0.06701030927835051,0.15979381443298968,0.1134020618556701,0.15463917525773196,0.15979381443298968,0.11855670103092783,0.07216494845360824
superiorparietal-rh,0.1402439024390244,0.07926829268292683,0.1402439024390244,0.13414634146341464,0.1402439024390244,0.1402439024390244,0.1402439024390244,0.08536585365853659
superiortemporal-lh,0.11965811965811966,0.06837606837606838,0.11965811965811966,0.11965811965811966,0.11965811965811966,0.11965811965811966,0.11965811965811966,0.21367521367521367
