,F3,Pz,P4,CP2,AF7,AF3,AFz,P2
F3,0.2359882005899705,0.08023598820058997,0.08023598820058997,0.08023598820058997,0.2336283185840708,0.0005899705014749262,0.23303834808259588,0.05604719764011799
Pz,0.07927519818799547,0.22593431483578708,0.22593431483578708,0.22593431483578708,0.07870894677236694,0.08493771234428087,0.07870894677236694,0.0005662514156285391
P4,0.07941009642654566,0.2257515598411798,0.2257515598411798,0.2257515598411798,0.07884288145207033,0.08508224617129892,0.07884288145207033,0.0005672149744753262
CP2,0.07941009642654566,0.2257515598411798,0.2257515598411798,0.2257515598411798,0.07884288145207033,0.08508224617129892,0.07884288145207033,0.0005672149744753262
AF7,0.23518850987432674,0.0807899461400359,0.0807899461400359,0.0807899461400359,0.23399162178336325,0.0005984440454817474,0.23219628964691802,0.05565529622980251
AF3,0.0019743336623889436,0.15301085883514315,0.15301085883514315,0.15301085883514315,0.0019743336623889436,0.44027640671273444,0.0019743336623889436,0.0947680157946693
AFz,0.23563892145369286,0.07971864009378664,0.07971864009378664,0.07971864009378664,0.23270808909730364,0.0005861664712778429,0.23446658851113716,0.05744431418522861
P2,0.11870967741935484,0.0012903225806451613,0.0012903225806451613,0.0012903225806451613,0.11612903225806452,0.12774193548387097,0.12258064516129032,0.5109677419354839
