,F3,Pz,P4,CP2,AF7,AF3,AFz,P2
F3,0.34523809523809523,0.0,0.0,0.0,0.30952380952380953,0.0,0.34523809523809523,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.3375,0.0,0.0,0.0,0.325,0.0,0.3375,0.0
AF3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AFz,0.3488372093023256,0.0,0.0,0.0,0.3023255813953488,0.0,0.3488372093023256,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
